Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Bede,2020-01-28 22:31:23,00:58:35,,Great Interior Design Challenge: Season 2: Cotswolds (Episode 1),,Chrome PC (Cadmium),00:58:36,00:58:36,GB (United Kingdom)
Bede,2020-01-27 22:19:20,00:18:18,,The Devil Next Door: Limited Series: Facing the Hangman (Episode 4),,Chrome PC (Cadmium),00:20:12,00:20:12,GB (United Kingdom)
Bede,2020-01-27 21:23:34,00:02:38,,The Devil Next Door: Limited Series: Facing the Hangman (Episode 4),,Chrome PC (Cadmium),00:02:54,Not latest view,GB (United Kingdom)
Bede,2020-01-27 17:56:30,00:07:40,,Top Boy: Season 1: Bruk Up (Episode 1),,Chrome PC (Cadmium),00:07:45,00:07:45,GB (United Kingdom)
Bede,2020-01-26 18:53:06,00:00:30,Autoplayed: user action: None; ,The Devil Next Door: Limited Series: Facing the Hangman (Episode 4),,Chrome PC (Cadmium),00:01:50,Not latest view,GB (United Kingdom)
Bede,2020-01-26 18:52:56,00:00:09,,The Devil Next Door: Limited Series: The Conspiracy (Episode 3),,Chrome PC (Cadmium),00:49:18,00:49:18,GB (United Kingdom)
Bede,2020-01-25 22:33:40,00:42:54,,Rise of Empires: Ottoman: Season 1: Ashes to Ashes (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:34,00:43:34,GB (United Kingdom)
Bede,2020-01-25 21:47:20,00:42:48,,Rise of Empires: Ottoman: Season 1: Ancient Prophecies (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:24,00:43:24,GB (United Kingdom)
Bede,2020-01-25 18:58:39,00:44:00,,Rise of Empires: Ottoman: Season 1: Loose Lips Sink Ships (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:39,00:44:39,GB (United Kingdom)
Bede,2020-01-25 18:16:23,00:42:15,,Rise of Empires: Ottoman: Season 1: Into the Golden Horn (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:51,00:42:51,GB (United Kingdom)
Bede,2020-01-25 17:23:43,00:52:37,Autoplayed: user action: None; ,Rise of Empires: Ottoman: Season 1: Through the Walls (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:00,00:43:00,GB (United Kingdom)
Bede,2020-01-25 16:39:56,00:43:11,,Rise of Empires: Ottoman: Season 1: The New Sultan (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:11,00:43:11,GB (United Kingdom)
Bede,2020-01-25 16:17:15,00:21:33,,The Good Place: Season 4: Patty (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:33,00:21:33,GB (United Kingdom)
Bede,2020-01-24 19:39:59,00:47:57,,The Devil Next Door: Limited Series: The Conspiracy (Episode 3),,Chrome PC (Cadmium),00:49:09,Not latest view,GB (United Kingdom)
Bede,2020-01-24 18:29:49,00:39:21,,The Devil Next Door: Limited Series: Nightmares of Treblinka (Episode 2),,Chrome PC (Cadmium),00:40:41,00:40:41,GB (United Kingdom)
Bede,2020-01-23 22:56:50,00:01:21,,The Devil Next Door: Limited Series: Nightmares of Treblinka (Episode 2),,Chrome PC (Cadmium),00:01:26,Not latest view,GB (United Kingdom)
Bede,2020-01-23 22:02:37,00:41:12,,The Devil Next Door: Limited Series: The Devil Lives in Cleveland (Episode 1),,Chrome PC (Cadmium),00:41:12,00:41:12,GB (United Kingdom)
Bede,2020-01-22 23:17:20,00:22:48,,It's Always Sunny in Philadelphia: Season 14: The Gang Chokes (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:00,00:23:00,GB (United Kingdom)
Bede,2020-01-22 23:17:15,00:00:02,,It's Always Sunny in Philadelphia: Season 14: Dee Day (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,GB (United Kingdom)
Bede,2020-01-22 22:53:29,00:21:17,,It's Always Sunny in Philadelphia: Season 14: Thunder Gun 4: Maximum Cool (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:26,00:21:26,GB (United Kingdom)
Bede,2020-01-22 11:41:22,00:12:49,,Top Boy: Season 1: Bruk Up (Episode 1),,Chrome PC (Cadmium),00:12:53,Not latest view,GB (United Kingdom)
Bede,2020-01-22 11:41:07,00:00:09,,Top Boy: Season 1: Press Gang (Episode 6),,Chrome PC (Cadmium),00:00:22,00:00:22,GB (United Kingdom)
Bede,2020-01-22 11:40:02,00:00:19,,Top Boy: Summerhouse: Series 1: Episode 1,,Chrome PC (Cadmium),00:00:19,00:00:19,GB (United Kingdom)
Bede,2020-01-20 20:36:20,00:01:55,Autoplayed: user action: None; ,Archer: Season 10: Dining with the Zarglorp (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:55,00:01:55,GB (United Kingdom)
Bede,2020-01-20 20:14:15,00:22:03,,Archer: Season 10: The Leftovers (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:22:29,00:22:29,GB (United Kingdom)
Bede,2020-01-20 19:47:17,00:21:28,,"The Good Place: Season 4: Mondays, Am I Right? (Episode 11)",,Netflix Chrome MAC (Cadmium) HTML 5,00:21:36,00:21:36,GB (United Kingdom)
Bede,2020-01-20 19:25:43,00:21:35,,"The Good Place: Season 4: You've Changed, Man (Episode 10)",,Netflix Chrome MAC (Cadmium) HTML 5,00:21:35,00:21:35,GB (United Kingdom)
Bede,2020-01-20 19:21:29,00:00:02,,Top Boy: Season 1: Press Gang (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,GB (United Kingdom)
Bede,2020-01-20 18:20:14,00:47:16,,Top Boy: Season 1: Smoke Gets in Your Hands (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:57,00:46:57,GB (United Kingdom)
Bede,2020-01-20 17:39:04,00:40:49,,Top Boy: Season 1: Bonfire Night (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:59,00:48:59,GB (United Kingdom)
Bede,2020-01-19 16:28:00,00:08:08,,Top Boy: Season 1: Bonfire Night (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:19,Not latest view,GB (United Kingdom)
Bede,2020-01-19 15:40:37,00:47:17,,Top Boy: Season 1: Big Flame (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:47:16,00:47:16,GB (United Kingdom)
Bede,2020-01-19 15:40:11,00:00:16,,Top Boy: Season 1: Building Bridges (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:49:04,00:49:04,GB (United Kingdom)
Bede,2020-01-19 15:40:05,00:00:04,,Top Boy: Season 1: Bruk Up (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,GB (United Kingdom)
Bede,2020-01-19 14:54:51,00:45:12,,Top Boy: Summerhouse: Series 2: Episode 4,,Netflix Chrome MAC (Cadmium) HTML 5,00:46:27,00:46:27,GB (United Kingdom)
Bede,2020-01-19 14:07:53,00:46:12,,Top Boy: Summerhouse: Series 2: Episode 3,,Netflix Chrome MAC (Cadmium) HTML 5,00:46:12,00:46:12,GB (United Kingdom)
Bede,2020-01-17 11:10:58,00:38:02,,Messiah: Season 1: The Wages of Sin (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:38:12,00:38:12,GB (United Kingdom)
Bede,2020-01-17 10:25:35,00:45:21,,Messiah: Season 1: God Is Greater (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:03,00:52:03,GB (United Kingdom)
Bede,2020-01-17 04:10:26,00:06:31,,Messiah: Season 1: God Is Greater (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:06:41,Not latest view,GB (United Kingdom)
Bede,2020-01-17 03:32:39,00:37:45,,Messiah: Season 1: Force Majeure (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:37:55,00:37:55,GB (United Kingdom)
Bede,2020-01-17 02:48:20,00:44:18,,Messiah: Season 1: It Came to Pass as It Was Spoken (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:28,00:44:28,GB (United Kingdom)
Bede,2020-01-17 02:09:20,00:38:59,,Messiah: Season 1: We Will Not All Sleep (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:39:09,00:39:09,GB (United Kingdom)
Bede,2020-01-17 01:42:05,00:26:40,,Messiah: Season 1: So That Seeing They May Not See (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:39:27,00:39:27,GB (United Kingdom)
Bede,2020-01-16 17:52:02,00:12:47,,Messiah: Season 1: So That Seeing They May Not See (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:12:47,Not latest view,GB (United Kingdom)
Bede,2020-01-16 17:06:18,00:45:41,,Messiah: Season 1: Trial (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:51,00:45:51,GB (United Kingdom)
Bede,2020-01-16 16:05:34,00:40:56,,Messiah: Season 1: The Finger of God (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:34:26,00:34:26,GB (United Kingdom)
Bede,2020-01-16 16:05:15,00:00:13,,Messiah: Season 1: Trial (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,Not latest view,GB (United Kingdom)
Bede,2020-01-16 01:44:10,00:21:05,Autoplayed: user action: None; ,Messiah: Season 1: Trial (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:15,Not latest view,GB (United Kingdom)
Bede,2020-01-16 01:09:50,00:34:20,Autoplayed: user action: None; ,Messiah: Season 1: The Finger of God (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:34:30,Not latest view,GB (United Kingdom)
Bede,2020-01-16 00:29:31,00:38:56,,Messiah: Season 1: Tremor (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:39:09,00:39:09,GB (United Kingdom)
Bede,2020-01-15 21:15:49,00:00:02,Autoplayed: user action: None; ,Messiah: Season 1: Tremor (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,Not latest view,GB (United Kingdom)
Bede,2020-01-15 20:18:13,00:45:01,,Messiah: Season 1: He That Hath an Ear (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:01,00:45:01,GB (United Kingdom)
Bede,2020-01-15 18:14:52,01:34:43,,The Invention of Lying,,Netflix Chrome MAC (Cadmium) HTML 5,01:34:33,01:34:33,GB (United Kingdom)
Bede,2020-01-13 23:17:15,00:00:12,,Radio Days,,Chrome PC (Cadmium),00:00:12,00:00:12,GB (United Kingdom)
Bede,2020-01-07 20:37:45,00:09:11,,"Sex, Explained: Limited Series: Sexual Fantasies (Episode 1)",,Chrome PC (Cadmium),00:09:11,00:09:11,GB (United Kingdom)
Bede,2020-01-02 15:32:57,01:41:00,,The Death of Stalin,,Netflix Chrome MAC (Cadmium) HTML 5,01:42:02,Not latest view,GB (United Kingdom)
Bede,2019-12-31 17:05:15,00:28:02,,The Great Gatsby,,Netflix Chrome MAC (Cadmium) HTML 5,00:34:39,00:34:39,GB (United Kingdom)
Bede,2019-12-31 15:39:07,01:06:11,,A Private War,,Netflix Chrome MAC (Cadmium) HTML 5,01:45:40,01:45:40,GB (United Kingdom)
Bede,2019-12-30 17:46:02,00:38:07,,A Private War,,Netflix Chrome MAC (Cadmium) HTML 5,00:38:07,Not latest view,GB (United Kingdom)
Bede,2019-12-30 15:24:46,00:49:34,,The Witcher: Season 1: Much More (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:02,00:57:02,GB (United Kingdom)
Bede,2019-12-30 15:23:44,00:00:58,,The Witcher: Season 1: Before a Fall (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:58,00:00:58,GB (United Kingdom)
Bede,2019-12-30 15:21:55,00:01:43,,The Witcher: Season 1: Much More (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:35,Not latest view,GB (United Kingdom)
Bede,2019-12-30 13:58:02,00:59:28,,The Witcher: Season 1: Much More (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:38,Not latest view,GB (United Kingdom)
Bede,2019-12-30 12:54:53,00:44:37,,The Witcher: Season 1: Before a Fall (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:41,Not latest view,GB (United Kingdom)
Bede,2019-12-30 12:32:30,00:21:51,,The Witcher: Season 1: Rare Species (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:57,00:56:57,GB (United Kingdom)
Bede,2019-12-30 11:02:07,01:15:36,,When They See Us: Limited Series: Part Four (Episode 4),,FireTV Stick 2016,01:13:18,01:13:18,GB (United Kingdom)
Bede,2019-12-30 10:41:53,00:14:29,,The Witcher: Season 1: Rare Species (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:35:36,Not latest view,GB (United Kingdom)
Bede,2019-12-30 10:41:44,00:00:04,,The Witcher: Season 1: Before a Fall (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,GB (United Kingdom)
Bede,2019-12-30 10:20:34,00:21:06,,The Witcher: Season 1: Rare Species (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom)
Bede,2019-12-30 10:03:25,00:16:59,,The Witcher: Season 1: Bottled Appetites (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:38,00:56:38,GB (United Kingdom)
Bede,2019-12-30 02:06:15,00:35:29,,The Witcher: Season 1: Bottled Appetites (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:39:39,Not latest view,GB (United Kingdom)
Bede,2019-12-29 23:54:42,00:04:10,,The Witcher: Season 1: Bottled Appetites (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:10,Not latest view,GB (United Kingdom)
Bede,2019-12-29 22:34:26,01:01:11,,"The Witcher: Season 1: Of Banquets, Bastards and Burials (Episode 4)",,Netflix Chrome MAC (Cadmium) HTML 5,00:59:41,00:59:41,GB (United Kingdom)
Bede,2019-12-29 21:55:44,00:36:09,,The Witcher: Season 1: Betrayer Moon (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,01:04:24,01:04:24,GB (United Kingdom)
Bede,2019-12-29 15:12:10,00:28:15,,The Witcher: Season 1: Betrayer Moon (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:15,Not latest view,GB (United Kingdom)
Bede,2019-12-29 13:36:24,00:59:42,,The Witcher: Season 1: Four Marks (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:42,00:59:42,GB (United Kingdom)
Bede,2019-12-29 11:53:26,00:58:01,,The Witcher: Season 1: The End’s Beginning (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:52,00:58:52,GB (United Kingdom)
Bede,2019-12-25 23:43:56,00:59:54,Autoplayed: user action: Unspecified; ,Mid90s,,FireTV Stick 2016,00:59:54,00:59:54,GB (United Kingdom)
Bede,2019-12-25 12:55:59,01:03:21,Autoplayed: user action: None; ,Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Closing the Net (Episode 3),,Chrome PC (Cadmium),01:02:45,01:02:45,GB (United Kingdom)
Bede,2019-12-25 11:56:31,00:56:35,,Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Killing for Clicks (Episode 2),,Chrome PC (Cadmium),00:56:35,00:56:35,GB (United Kingdom)
Bede,2019-12-24 20:09:21,00:00:02,Autoplayed: user action: None; ,Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Killing for Clicks (Episode 2),,Chrome PC (Cadmium),00:00:07,Not latest view,GB (United Kingdom)
Bede,2019-12-24 18:53:16,01:06:29,,Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Cat and Mouse (Episode 1),,Chrome PC (Cadmium),01:04:43,01:04:43,GB (United Kingdom)
Bede,2019-12-14 17:57:35,01:05:26,,Top Boy: Season 1: You Don't Know Me (Episode 10),,Chrome PC (Cadmium),01:04:15,01:04:15,GB (United Kingdom)
Bede,2019-12-14 17:39:06,00:18:28,,Top Boy: Season 1: Everyone's Got Family (Episode 9),,Chrome PC (Cadmium),00:48:11,00:48:11,GB (United Kingdom)
Bede,2019-12-14 15:50:37,00:04:58,,Top Boy: Season 1: Everyone's Got Family (Episode 9),,Chrome PC (Cadmium),00:29:42,Not latest view,GB (United Kingdom)
Bede,2019-12-14 14:34:31,00:24:33,Autoplayed: user action: None; ,Top Boy: Season 1: Everyone's Got Family (Episode 9),,Chrome PC (Cadmium),00:24:44,Not latest view,GB (United Kingdom)
Bede,2019-12-14 13:48:21,00:44:50,,Top Boy: Season 1: Bad Eye (Episode 8),,Chrome PC (Cadmium),00:54:18,00:54:18,GB (United Kingdom)
Bede,2019-12-14 13:00:18,00:09:01,,Top Boy: Season 1: Bad Eye (Episode 8),,Chrome PC (Cadmium),00:09:27,Not latest view,GB (United Kingdom)
Bede,2019-12-14 12:22:42,00:00:14,Autoplayed: user action: None; ,Top Boy: Season 1: Bad Eye (Episode 8),,Chrome PC (Cadmium),00:00:25,Not latest view,GB (United Kingdom)
Bede,2019-12-14 12:19:03,00:01:09,,Top Boy: Season 1: The Squeeze (Episode 7),,Chrome PC (Cadmium),00:53:36,00:53:36,GB (United Kingdom)
Bede,2019-12-13 20:10:22,00:03:45,Autoplayed: user action: None; ,The Crown: Season 2: Paterfamilias (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:55,00:03:55,GB (United Kingdom)
Bede,2019-12-13 19:00:28,00:53:54,,The Crown: Season 2: Dear Mrs. Kennedy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:55:17,00:55:17,GB (United Kingdom)
Bede,2019-12-13 18:26:17,00:00:15,,The Crown: Season 2: Dear Mrs. Kennedy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,Not latest view,GB (United Kingdom)
Bede,2019-12-13 16:55:38,00:57:14,,The Crown: Season 2: Matrimonium (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:28,00:58:28,GB (United Kingdom)
Bede,2019-12-13 15:56:58,00:58:37,Autoplayed: user action: None; ,The Crown: Season 2: Vergangenheit (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:42,00:59:42,GB (United Kingdom)
Bede,2019-12-13 14:58:45,00:58:07,,The Crown: Season 2: Marionettes (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:11,00:59:11,GB (United Kingdom)
Bede,2019-12-13 14:21:06,00:37:36,,The Crown: Season 2: Beryl (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:53,00:58:53,GB (United Kingdom)
Bede,2019-12-12 21:21:58,00:21:47,Autoplayed: user action: None; ,The Crown: Season 2: Beryl (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,Not latest view,GB (United Kingdom)
Bede,2019-12-12 20:42:27,00:30:04,,The Crown: Season 2: Lisbon (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:18,00:54:18,GB (United Kingdom)
Bede,2019-12-12 19:42:58,00:14:17,,The Crown: Season 2: Lisbon (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:13,Not latest view,GB (United Kingdom)
Bede,2019-12-12 19:21:21,00:08:43,,The Crown: Season 2: Lisbon (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:56,Not latest view,GB (United Kingdom)
Bede,2019-12-12 19:04:49,00:16:31,,The Crown: Season 2: A Company of Men (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:44,00:52:44,GB (United Kingdom)
Bede,2019-12-11 20:34:17,00:35:09,Autoplayed: user action: None; ,The Crown: Season 2: A Company of Men (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:13,Not latest view,GB (United Kingdom)
Bede,2019-12-11 19:53:58,00:40:17,,The Crown: Season 2: Misadventure (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:46,00:54:46,GB (United Kingdom)
Bede,2019-12-11 17:49:31,00:13:35,,The Crown: Season 2: Misadventure (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:14:49,Not latest view,GB (United Kingdom)
Bede,2019-12-11 14:40:56,00:52:22,,The Crown: Season 1: Gloriana (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:27,00:53:27,GB (United Kingdom)
Bede,2019-12-11 12:36:10,00:58:16,,The Crown: Season 1: Assassins (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:05,00:59:05,GB (United Kingdom)
Bede,2019-12-11 05:53:46,00:01:53,Autoplayed: user action: None; ,The Crown: Season 1: Assassins (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,GB (United Kingdom)
Bede,2019-12-11 04:56:42,00:57:03,Autoplayed: user action: None; ,The Crown: Season 1: Pride & Joy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:13,00:57:13,GB (United Kingdom)
Bede,2019-12-11 03:59:27,00:57:13,Autoplayed: user action: None; ,The Crown: Season 1: Scientia Potentia Est (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:20,00:57:20,GB (United Kingdom)
Bede,2019-12-11 03:03:36,00:55:45,,The Crown: Season 1: Gelignite (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:54,00:56:54,GB (United Kingdom)
Bede,2019-12-11 02:10:52,00:52:42,,The Crown: Season 1: Smoke and Mirrors (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:57,00:53:57,GB (United Kingdom)
Bede,2019-12-11 01:15:34,00:55:16,,The Crown: Season 1: Act of God (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:31,00:56:31,GB (United Kingdom)
Bede,2019-12-10 23:42:49,00:56:56,,The Crown: Season 1: Windsor (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:13,00:58:13,GB (United Kingdom)
Bede,2019-12-10 22:50:27,00:52:19,,The Crown: Season 1: Hyde Park Corner (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:33,00:59:33,GB (United Kingdom)
Bede,2019-12-10 22:22:16,02:03:46,,The Big Short,,Chrome PC (Cadmium),02:03:46,02:03:46,GB (United Kingdom)
Bede,2019-12-10 20:13:34,00:11:22,,Top Boy: Summerhouse: Series 1: Episode 4,,Chrome PC (Cadmium),00:36:24,00:36:24,GB (United Kingdom)
Bede,2019-12-10 19:08:36,00:07:06,Autoplayed: user action: None; ,The Crown: Season 1: Hyde Park Corner (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:14,Not latest view,GB (United Kingdom)
Bede,2019-12-10 18:13:28,00:55:07,,The Crown: Season 1: Wolferton Splash (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:55:07,00:55:07,GB (United Kingdom)
Bede,2019-12-10 08:23:25,00:51:05,,Top Boy: Season 1: The Squeeze (Episode 7),,Chrome PC (Cadmium),00:52:27,Not latest view,GB (United Kingdom)
Bede,2019-12-09 23:58:51,00:01:11,Autoplayed: user action: None; ,Top Boy: Season 1: The Squeeze (Episode 7),,Chrome PC (Cadmium),00:01:22,Not latest view,GB (United Kingdom)
Bede,2019-12-09 23:06:26,00:52:23,Autoplayed: user action: None; ,Top Boy: Season 1: Press Gang (Episode 6),,Chrome PC (Cadmium),00:52:34,Not latest view,GB (United Kingdom)
Bede,2019-12-09 23:04:27,00:01:38,,Top Boy: Season 1: Smoke Gets in Your Hands (Episode 5),,Chrome PC (Cadmium),00:48:49,Not latest view,GB (United Kingdom)
Bede,2019-12-09 23:04:04,00:00:17,Autoplayed: user action: None; ,Top Boy: Season 1: Press Gang (Episode 6),,Chrome PC (Cadmium),00:00:28,Not latest view,GB (United Kingdom)
Bede,2019-12-09 21:51:20,00:47:08,Autoplayed: user action: Unspecified; ,Top Boy: Season 1: Smoke Gets in Your Hands (Episode 5),,Chrome PC (Cadmium),00:46:49,Not latest view,GB (United Kingdom)
Bede,2019-12-09 21:02:19,00:49:00,,Top Boy: Season 1: Bonfire Night (Episode 4),,Chrome PC (Cadmium),00:49:04,Not latest view,GB (United Kingdom)
Bede,2019-12-09 20:48:56,00:12:23,,Top Boy: Season 1: Big Flame (Episode 3),,Chrome PC (Cadmium),00:12:06,Not latest view,GB (United Kingdom)
Bede,2019-12-09 20:48:27,00:00:04,,Top Boy: Season 1: Building Bridges (Episode 2),,Chrome PC (Cadmium),00:00:04,Not latest view,GB (United Kingdom)
Bede,2019-12-09 14:55:56,00:55:35,Autoplayed: user action: None; ,The Crown: Season 3: Cri de Coeur (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:45,00:56:45,GB (United Kingdom)
Bede,2019-12-09 14:11:53,00:44:01,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:12,00:45:12,GB (United Kingdom)
Bede,2019-12-09 13:26:55,00:43:47,Autoplayed: user action: None; ,The Crown: Season 3: Dangling Man (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:02,00:45:02,GB (United Kingdom)
Bede,2019-12-09 12:51:32,00:34:44,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:20,00:54:20,GB (United Kingdom)
Bede,2019-12-09 12:48:13,00:01:59,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:36,Not latest view,GB (United Kingdom)
Bede,2019-12-09 03:15:56,00:16:29,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:17:37,Not latest view,GB (United Kingdom)
Bede,2019-12-09 02:22:57,00:52:57,Autoplayed: user action: None; ,The Crown: Season 3: Tywysog Cymru (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:05,00:54:05,GB (United Kingdom)
Bede,2019-12-09 02:12:55,00:10:02,,The Crown: Season 3: Coup (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:55:09,00:55:09,GB (United Kingdom)
Bede,2019-12-08 22:23:27,00:44:20,Autoplayed: user action: None; ,The Crown: Season 3: Coup (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:06,Not latest view,GB (United Kingdom)
Bede,2019-12-08 20:04:15,00:57:16,,The Crown: Season 3: Bubbikins (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:36,00:57:36,GB (United Kingdom)
Bede,2019-12-08 17:35:17,00:00:20,,The Crown: Season 3: Bubbikins (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:26,Not latest view,GB (United Kingdom)
Bede,2019-12-08 16:36:54,00:54:03,,The Crown: Season 3: Aberfan (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:00,00:53:00,GB (United Kingdom)
Bede,2019-12-08 15:36:04,00:34:29,,The Crown: Season 3: Margaretology (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:32,00:45:32,GB (United Kingdom)
Bede,2019-12-08 15:25:49,00:09:48,,The Crown: Season 3: Margaretology (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:03,Not latest view,GB (United Kingdom)
Bede,2019-12-08 14:07:08,00:46:26,,The Crown: Season 3: Olding (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:35,Not latest view,GB (United Kingdom)
Bede,2019-12-08 14:06:04,00:01:00,,The Crown: Season 2: Mystery Man (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:41,Not latest view,GB (United Kingdom)
